ID,x1,x2,Predicted
193,-0.764240848,0.900847159,2.684427012
194,1.018210132,2.755370234,6.064418901
195,-0.371685904,1.123375706,4.634073753
196,-0.9074822,0.530414665,-0.005815515
197,1.96736676,0.907941067,5.293168227
198,1.255892121,0.118738603,-0.370533885
199,1.263647237,1.434809673,7.130875005
200,2.073739349,3.554855327,6.853854324
201,1.295281633,1.161619155,6.869775217
202,0.267167472,0.251472564,-4.684856394
203,0.047647301,1.524144424,4.879503834
204,-0.580572468,0.460013434,-0.127164714
205,-0.633119155,1.116286162,3.893513899
206,-0.675769881,0.552303742,-0.005815515
207,0.125243918,0.598244465,-0.004730135
208,-0.50230845,1.201214959,4.640247252
209,-0.952485753,0.083667846,-1.879708072
210,-0.597913259,2.390207885,5.056395196
211,-1.284380286,0.825640225,1.533741518
212,0.009757478,0.517984009,-1.044396749
213,0.611192643,1.913271648,4.456984711
214,-0.396080284,1.583990014,5.015437027
215,0.491882804,0.764718719,1.116895918
216,-0.799892821,0.349229581,-0.62089906
217,0.518219784,1.115127843,3.133967896
218,0.747661195,2.594805131,5.067729206
219,1.111372864,1.333977805,7.130473087
220,-0.003244444,0.618014927,0.41468199
221,-0.78737269,2.194234466,5.015437027
222,-0.261030627,1.645790366,5.056395196
223,0.841340056,4.041840053,5.067729206
224,0.905080541,2.639216269,5.613581578
225,0.051626123,0.528015534,-1.044396749
226,1.507062495,0.270038422,0.977346064
227,0.137529305,1.693788139,4.168361314
228,-0.081202365,0.974069356,4.533394748
229,-0.430844873,4.340838731,4.279684125
230,1.070277351,2.107257439,6.293893063
231,-0.087206388,2.317520369,4.207438945
232,0.334108804,3.083713506,4.097914753
233,-0.157062131,1.835616965,5.037450052
234,-0.133909239,2.067879895,4.670499723
235,0.131212239,1.301636343,4.741104547
236,-0.520678019,1.412675046,4.970278247
237,0.21363493,1.346234476,4.11187141
238,-0.705242093,1.416895139,4.696211803
239,-1.342378377,0.208554163,-0.62089906
240,0.531744064,0.489237788,-1.350555291
241,0.233371524,0.88274521,4.35110741
242,-0.586159603,1.057737899,3.768697534
243,2.898102527,2.119661505,6.545974761
244,1.476229764,3.899111209,6.298255066
245,-0.951902795,1.572887358,4.696211803
246,1.211817095,2.763547871,6.293893063
247,-0.698648381,2.025911261,5.015437027
248,-0.661842949,1.901894576,5.015231136
249,1.519296739,1.639543758,7.151629884
250,0.135731969,0.585458415,-0.426570931
251,1.650424981,0.445102734,2.564037096
252,2.080456239,0.934697008,5.293168227
253,0.266334677,0.340649139,-4.031960207
254,-0.444628807,0.356218258,-1.20440869
255,-1.466842118,2.77144842,5.015231136
256,-1.201525688,0.805758715,1.533741518
257,2.158804746,1.900437608,7.021156556
258,-1.652829769,1.894952673,4.549938031
259,-1.201529465,0.322883147,-0.41955781
260,2.571079231,0.714999449,4.887646059
261,-0.718453623,1.708034668,5.015231136
262,1.807954694,2.985204811,6.853854324
263,1.06854671,0.523295168,1.817603233
264,1.131306424,0.343494421,0.480300062
265,-0.998690312,0.853063743,2.636956447
266,1.258356277,3.146373846,6.155815051
267,0.19348591,0.490989335,-1.559374614
268,1.99483241,0.732003743,5.258405615
269,1.878469575,0.390967572,2.677807309
270,-0.668940521,1.644111124,4.970278247
271,-1.173817093,1.303193302,3.537958271
272,-0.671678442,1.507564179,4.879799034
273,-0.52524889,1.176995347,4.640247252
274,-0.000967205,2.571140973,4.279684125
275,-1.599564534,2.031096736,4.797520261
276,0.130132186,1.937707667,4.17746906
277,-1.453528145,0.433034332,-0.127164714
278,-1.875293818,1.576934135,3.537958271
279,-0.400594847,0.780186435,2.467009077
280,-0.304424023,0.548755013,-0.127164714
281,-0.442825558,0.625879383,0.175615265
282,2.290524721,1.633243095,6.374860873
283,-1.201822308,0.951291835,2.684427012
284,-1.441463925,0.756712846,1.26256623
285,0.256453086,3.299728339,3.982820517
286,-0.037650104,0.795992506,4.041517214
287,1.294756327,0.726476777,5.103752624
288,-0.164222373,2.027922266,4.904984868
289,1.048958478,0.0502334,-2.356776104
290,-1.232370869,2.365987995,5.015231136
291,-0.333926241,3.896544444,4.279684125
292,-0.335931556,0.462525634,-0.605047018
293,-0.453579448,2.781636767,4.880778469
294,-0.646138683,2.686448566,5.071773316
295,0.379495021,0.126894901,-4.339551003
296,-0.507224845,0.300496661,-1.648891335
297,-1.402156341,1.40774202,3.537958271
298,1.862399334,1.152567928,6.15480985
299,-1.311050363,1.234339229,3.387892994
300,0.667845386,0.297750776,-2.329863099
301,-1.029875727,1.949210031,4.970278247
302,-0.409038682,1.52012243,5.015231136
303,0.864779733,1.752963908,5.89911781
304,0.995533119,0.757114368,5.715651618
305,-0.699053307,0.91783972,3.262619334
306,-0.628675665,1.015394797,3.387892994
307,-1.007804983,1.484575343,4.549938031
308,0.212117028,0.234291096,-4.567333454
309,-0.224799718,0.175917927,-4.124524508
310,-0.206264012,0.455536261,-1.106894062
311,0.167541555,3.318619331,4.290179839
312,-0.855358077,0.338482447,-0.62089906
313,0.631235878,2.394633773,4.537313579
314,-1.141315954,1.756764648,4.797520261
315,0.239343397,0.459917724,-2.156923274
316,-2.71197051,1.53161757,3.079316598
317,-0.23148546,2.135541772,5.037450052
318,-0.628620128,0.222623969,-1.648891335
319,-0.774426498,1.076883711,3.387892994
320,-0.013201806,2.117691895,4.207438945
321,-1.776902195,3.335781893,5.015231136
322,0.145656524,1.160613227,4.958889721
323,0.178849637,4.973287203,4.232164156
324,-0.472892059,2.468101178,5.071711751
325,0.869007526,2.87210186,5.229632681
326,-0.167789146,1.539947194,5.056395196
327,-0.086605969,1.759392246,5.015481127
328,0.899837243,0.857641666,6.628632733
329,0.380360723,3.18097891,3.930688131
330,-1.53790887,3.631540284,5.022549299
331,0.306840197,2.068731744,3.982820517
332,-0.061207249,0.695473903,1.909890766
333,0.463341903,1.371120121,3.405081215
334,0.162293671,1.027912609,4.953614579
335,0.974979063,1.440057746,6.572281926
336,1.336030603,1.182310865,6.869775217
337,0.368844503,3.272343457,3.930688131
338,0.418989579,1.725919443,3.602201886
339,-0.000186366,1.801942565,4.375030977
340,-0.889322526,0.611260155,0.378657324
341,0.021470274,0.639319517,0.786231569
342,-1.375350773,0.190115994,-0.62089906
343,1.098431699,0.655652731,4.519178501
344,-1.071375785,1.370170715,3.893513899
345,-0.016541009,1.20242578,5.177503958
346,-0.049373639,0.536242645,-0.597531172
347,0.270340023,2.6838463,3.982820517
348,-0.571610172,2.254951457,5.056395196
349,-0.795249459,0.241756327,-1.371391931
350,0.577338912,2.167422097,4.500095111
351,0.158446361,1.637727016,4.223075793
352,0.136683953,1.295086489,4.741104547
353,-0.642891029,1.472294537,4.879799034
354,1.609114623,1.274164706,6.52967691
355,0.873349461,1.154652856,6.603219319
356,0.27213951,1.453535003,3.71698201
357,-0.858355039,0.979132981,3.262619334
358,-0.787352333,0.712370632,1.533741518
359,-1.640880168,1.688307443,4.044787122
360,2.058618544,0.43066324,3.501965668
361,-0.790929102,2.134767668,5.015437027
362,-1.380286913,1.805435421,4.494148773
363,-0.919248973,0.398399532,-0.127164714
364,0.228723661,0.526304954,-1.289043828
365,0.173778207,0.881896903,4.901085683
366,0.777497429,1.517369021,5.812511674
367,0.230101924,0.614040921,-0.204097742
368,0.896262974,1.732267747,6.155815051
369,0.039365098,0.695253843,2.110817589
370,-0.290600488,1.086470009,4.634073753
371,-0.475436214,0.86306362,3.121890155
372,1.627964859,1.494161081,7.021156556
373,-0.251373285,0.956076606,4.06846898
374,-1.685186703,0.587624646,0.428401328
375,-0.516057656,1.336673048,4.797520261
376,-0.131601428,1.784821212,5.037450052
377,-1.808967856,2.544105441,4.970278247
378,1.072786816,0.929801541,6.557526328
379,-0.090468436,2.131337999,4.375030977
380,0.236738382,0.987772096,4.440662087
381,0.357469241,5.320607003,4.254911328
382,3.374472793,0.660518305,4.562412117
383,-1.061677986,1.47203845,4.38145732
384,2.039898067,0.827037867,5.258405615
385,0.849062701,0.950654905,6.689986725
386,1.514460599,1.450698271,7.021156556
387,1.80526944,0.361342032,2.50475031
388,-0.563986746,0.879715335,3.121890155
389,-0.512555149,1.467030982,4.970278247
390,0.709591825,1.362635122,5.578962055
391,0.426313517,1.701306711,3.414590387
392,-0.301418501,3.680732899,4.279684125
393,1.77609208,1.494591859,6.869775217
394,1.271106655,1.677261037,7.072326009
395,-0.429744467,2.625666587,5.037450052
396,-0.471555899,0.537175298,-0.127164714
397,-0.192724253,2.008077983,5.037450052
398,0.475496557,0.636260295,-0.105714877
399,0.745700905,0.71327505,3.063395094
400,-1.263653558,4.535485575,5.037450052
401,0.330848217,0.681874773,1.0645781
402,0.257542365,1.25669316,3.744653278
403,-0.318272218,0.590637598,-0.005815515
404,-0.904977198,2.691882787,5.022549299
405,1.130031319,0.664494546,4.519178501
406,0.884355909,1.406636772,6.455392304
407,1.096089967,0.533636694,2.02700552
408,1.742129654,1.84098819,7.151629884
409,-0.049695482,0.848889568,4.031122338
410,-0.687581221,0.516633706,-0.127164714
411,-0.655388971,4.295998421,4.283128611
412,-0.477755695,1.753671154,5.015437027
413,0.694971942,1.077418064,5.443838041
414,-0.516570318,1.053971004,3.893513899
415,-0.937771179,0.528331725,-0.005815515
416,2.816728365,1.095804582,5.293168227
417,1.08899025,1.883182883,6.455392304
418,0.53873392,1.146484164,3.452308999
419,0.88956033,1.12600882,6.7216635
420,2.240609996,0.236857367,2.430914606
421,-0.947661523,0.28445684,-0.926909286
422,-1.207651155,1.769355528,4.797520261
423,-0.966656042,0.21602195,-0.926909286
424,-1.037726063,2.409284245,5.015437027
425,-0.33457012,0.660938159,1.164387324
426,0.741067767,3.130904437,5.067729206
427,-0.456325984,1.240304858,4.653171428
428,1.205237765,0.794196915,5.631014917
429,-0.376810094,2.086646915,5.071773316
430,0.795195431,0.519530776,0.586100534
431,-0.034202252,2.070222089,4.253045678
432,0.990004828,1.423619481,6.603219319
433,1.226865525,0.952769022,6.226630467
434,0.125693428,0.951582328,4.975472559
435,0.252896209,0.922610115,4.343149122
436,1.79898753,0.583836663,4.058122727
437,1.556586186,1.363091422,6.911097356
438,-1.311020703,1.055464859,2.892880017
439,-0.165366409,2.417252769,4.206375754
440,-0.292274433,1.00951444,4.327258912
441,-1.240902346,1.245339272,3.537958271
442,0.812979318,0.58576368,1.418254148
443,1.236227232,1.493330616,7.280977634
444,0.254205944,0.983327821,4.157955362
445,1.659992182,0.289452918,1.562240532
446,-1.414924999,0.164905463,-0.62089906
447,-0.557229107,0.803510626,2.467009077
448,0.622550045,0.261393448,-2.46735773
449,-0.530142276,1.629989216,5.015231136
450,1.596226386,0.64114805,4.546370945
451,-0.160556797,3.396793206,4.2529944
452,-3.289541565,0.347702321,0.428401328
453,-0.744566059,2.165193881,5.029001689
454,-0.315452369,1.242089327,4.926043981
455,0.632662642,1.388979193,4.704806542
456,-0.315577094,1.348976351,4.970278247
457,2.084734051,2.547503594,7.280977634
458,-1.197458135,0.531802739,0.378657324
459,-1.09151814,0.917475865,2.684427012
460,0.193580018,3.418533056,4.138182828
461,0.466669713,1.093536302,2.78448682
462,-0.571647661,1.408146116,4.879799034
463,0.40877558,0.886610151,2.919819839
464,1.307395756,0.255260967,0.360856245
465,-0.312745964,0.618331947,0.37883283
466,0.599813336,4.758027925,4.632265683
467,0.426853821,0.346804649,-2.763950109
468,-0.271689219,1.848769321,5.147789882
469,0.403122788,2.059826668,3.88879067
470,-1.239916578,0.219271193,-0.62089906
471,-1.538618461,2.105343133,4.879799034
472,-0.320269467,1.704816975,5.101236653
473,0.929801821,3.048859149,5.43178068
474,1.552104048,0.913774953,5.672045919
475,-2.130009552,0.718235287,0.933351876
476,0.572350733,0.978909564,2.706581682
477,-0.067900176,0.948072697,4.533394748
478,0.919123897,1.118189323,6.961953324
479,0.663966468,0.768450097,2.852793905
480,-0.105310903,0.858484625,4.130409353
481,-0.79007709,1.088859743,3.413141906
482,0.335694772,4.684058985,4.254911328
483,-1.118229414,2.559906198,5.015437027
484,1.781214749,0.596715066,4.058122727
485,0.547561435,2.649285396,4.308160767
486,-0.053983307,1.428351237,5.147789882
487,0.729553433,0.639158943,1.819668018
488,1.331975515,2.457988757,6.561109095
489,-0.142344259,1.642213537,5.147789882
490,1.383459347,4.514930637,6.064418901
491,-0.492497558,0.205927497,-2.266571157
492,-0.023390158,0.469661498,-1.499391095
493,-0.23091445,1.086405159,4.703785969
494,-0.555246139,3.28295685,4.670499723
495,0.274804879,0.44246372,-2.658930343
496,-0.591859399,0.779278159,2.467009077
497,-1.302028927,1.782194938,4.696211803
498,-1.011895078,1.533679107,4.494148773
499,-1.365097732,0.902430389,1.954765971
500,-2.067295936,0.676456074,0.933351876
501,0.420685885,4.279726236,4.254911328
502,-0.588026712,1.680243458,5.015231136
503,1.205263381,1.542931101,7.072326009
504,-0.187063754,0.963387153,4.368198567
505,-0.410476639,1.483557766,5.015231136
506,-0.952949977,1.035644586,3.262619334
507,-0.121243194,0.155559329,-4.189437627
508,1.140872533,1.100121818,6.990529647
509,1.308475176,0.998650854,6.105928946
510,-0.474398726,0.545782238,-0.127164714
511,-0.398728668,0.542622658,-0.127164714
512,-0.274757671,1.468263085,5.015437027
513,1.754898633,1.291253627,6.374860873
514,0.332996776,1.305605894,3.401446607
515,1.528791145,2.119155904,7.148864379
516,0.291844105,0.422480843,-2.906568757
517,-0.694771324,1.237936373,4.170126444
518,0.620981912,1.385051189,4.543809367
519,-0.482349716,0.638608389,0.175615265
520,0.123081189,1.327779669,4.741104547
521,-1.456290317,1.00925187,2.684427012
522,0.150783911,2.168636025,3.852852554
523,-1.776539717,1.153827539,2.892880017
524,0.452424298,0.365789552,-2.25579321
525,-0.728561719,0.845578961,2.636956447
526,0.751055697,1.216379482,5.892549817
527,0.14551248,1.420528306,4.46623948
528,0.192315631,2.014342166,3.852852554
529,-0.495118875,0.813250703,2.467009077
530,-0.361164272,1.609478444,5.015437027
531,0.165040563,0.806227052,3.875229652
532,-0.45759128,1.210250428,4.634073753
533,-0.912187764,1.585885757,4.797520261
534,0.097041663,0.895524869,4.781150008
535,0.021370311,1.288025011,5.147789882
536,0.03228184,2.316529354,4.283128611
537,0.022016154,2.030909875,4.168361314
538,-0.110908409,0.733606679,2.461795822
539,-2.50421945,1.716072114,3.537958271
540,-0.616902682,2.768233723,5.071711751
541,-0.032138661,0.493575181,-1.395582549
542,-0.565414028,1.738723055,5.015231136
543,-0.288161583,0.436351388,-1.106894062
544,1.823394693,1.681225533,7.021156556
545,1.263250601,2.728687443,6.342302057
546,-0.159704587,0.399742914,-1.694637739
547,1.319560024,0.962772386,6.105928946
548,-1.772068347,0.39451555,0.130143856
549,0.10958091,1.039604524,5.046989657
550,0.596152279,0.538585103,-0.420835779
551,-0.12506697,0.182999692,-4.124524508
552,-0.319909709,0.901731596,3.659342436
553,0.061570626,1.844323864,4.253045678
554,-0.857582943,7.45761796,4.641798693
555,-0.722380221,1.131047784,3.893513899
556,-0.460704418,0.677888152,1.471740815
557,-0.989056892,0.710980231,1.26256623
558,0.199627703,1.247637553,4.46623948
559,0.70033755,0.389076681,-1.814857117
560,-0.785218563,0.958232667,3.262619334
561,-0.898229393,1.113134588,3.387892994
562,-0.122354013,0.806018571,3.786095219
563,1.097511579,1.335607764,7.130473087
564,0.414372617,2.10218755,3.930688131
565,0.975333882,2.656472121,5.826416752
566,-1.657188989,0.216689126,-0.41955781
567,-1.396198543,1.835485999,4.494148773
568,-1.493794979,2.146267249,4.879799034
569,-1.113502208,2.663126119,5.029001689
570,-0.224458968,1.762235018,5.147789882
571,-0.614465967,3.723176702,4.540377959
572,0.819087719,2.753070808,5.229632681
573,0.152488698,0.958683008,4.869088645
574,0.052058791,0.945989583,4.903511465
575,-1.26709522,1.260436932,3.537958271
576,0.003586255,0.334006616,-3.281866855
577,1.549090194,1.274696245,6.829246321
578,-2.185791393,2.263527119,4.549938031
579,-0.128611319,2.753617023,4.283128611
580,0.907914389,3.469383582,5.229632681
581,-0.212233633,1.464343008,5.029001689
582,0.736097696,0.373504458,-2.080717679
583,-0.567692488,0.450492648,-0.127164714
584,0.443754542,1.524455613,3.405081215
585,-0.004523732,0.440834872,-1.630585657
586,0.086780168,0.867137705,4.530990275
587,0.310968385,2.356158746,3.982820517
588,-1.11025304,1.030997605,3.079316598
589,-0.136280503,0.409239358,-1.694637739
590,-1.462325852,0.890927641,1.533741518
591,-0.435269166,1.758823313,5.029001689
592,0.410773806,1.768193169,3.602201886
593,-0.099428472,0.592971149,0.27382629
594,-0.859403934,0.819215128,2.467009077
595,0.596030943,1.377006736,4.246853288
596,0.526673041,0.452478808,-1.582273671
597,-0.405085084,0.560459877,-0.127164714
598,1.076655305,0.781217306,5.81799562
599,1.096922986,0.683816374,4.848505583
600,-1.711185512,1.271637955,3.293846878
601,-0.13952098,1.230389693,5.015437027
602,1.420942781,0.629357465,4.546370945
603,-0.357482883,1.345041044,4.970278247
604,-0.552617361,0.748262349,2.467009077
605,0.76286109,0.246652423,-2.429757931
606,-0.209889248,1.993396891,5.037450052
607,0.451759253,1.601517338,3.405081215
608,-0.417433929,0.401983765,-0.804200463
609,0.752115563,0.819992969,4.862360196
610,1.200112357,3.380641775,6.204533773
611,-0.733884505,1.233986481,4.170126444
612,0.64689376,0.573380992,0.562110245
613,-1.078662682,1.584810879,4.494148773
614,0.296248632,0.696096736,1.602049312
615,-0.085494276,0.040816163,-4.590571227
616,0.333348067,2.391297775,3.982820517
617,0.110120788,0.98120845,5.006219372
618,1.537169761,2.805035122,6.561109095
619,-0.593510477,0.275809203,-1.547489551
620,-1.175442172,1.366311289,3.893513899
621,-0.334524229,0.348014411,-1.694637739
622,1.131554467,1.548156697,6.951042492
623,0.151217024,1.49225388,4.25589823
624,-0.004219148,1.732476562,4.711028361
625,-0.146652201,0.530535998,-0.882546422
626,-2.481383046,1.047176541,1.732174209
627,-0.652834615,4.056072963,4.354905279
628,-1.045130448,0.841131275,1.954765971
629,0.974410764,1.139671494,6.943495318
630,-1.323376924,1.039164527,2.810959368
631,-0.657248291,1.655960963,5.015231136
632,0.078881453,1.49363777,4.535251137
633,-2.211723532,2.743767244,4.879799034
634,0.442925725,1.702513483,3.405081215
635,0.349019136,0.732585353,1.538541216
636,1.799181571,0.650833137,4.854910191
637,0.945094936,0.865574871,6.51697791
638,1.788606525,1.14570979,6.105928946
639,0.428129084,4.540977437,4.386437203
640,-2.201606212,0.612137168,0.428401328
641,-0.281433163,1.563841781,5.029001689
642,0.388272231,4.327530948,4.254911328
643,0.261369209,1.430403733,3.71698201
644,0.566717551,0.854303051,2.328057489
645,-0.049249213,0.41734683,-1.630585657
646,1.809756929,0.208958453,1.376075328
647,-0.711757373,0.756981586,2.190286328
648,0.739186498,1.323711034,5.686282636
649,0.718925053,0.942657784,5.654268084
650,0.231698379,0.998886804,4.556334343
651,-1.347342645,1.71418827,4.549938031
652,-0.388825606,1.319588768,4.970278247
653,1.160257398,0.852320316,5.956241304
654,0.478189116,1.227079232,3.132986948
655,-1.36657704,0.175239486,-0.62089906
656,1.176710207,1.626815349,6.951042492
657,1.10331775,1.328936313,7.130473087
658,-0.725091124,0.06389258,-2.835193762
659,-0.663392731,0.46063003,-0.127164714
660,-0.326020722,1.895382262,5.056395196
661,1.007405884,1.269372317,6.955253117
662,-0.667113403,2.067964111,5.029001689
663,0.60166805,1.255610122,4.117482003
664,1.273855111,3.417198027,6.155815051
665,1.266901133,0.718082916,5.101385684
666,0.357347984,2.418537559,3.982820517
667,0.923590637,0.501116318,0.963496287
668,1.570861145,1.231971206,6.52967691
669,0.405809982,1.72047291,3.602201886
670,1.234698217,2.034670706,6.731388091
671,1.529951579,0.190411956,0.925785708
672,-0.409775024,0.898410806,3.387892994
673,0.005637644,1.712605425,4.711028361
674,0.916322174,2.657052237,5.613581578
